time,event_count,event_types,replanning_count,destroyed_count,destroyed_target_ids,destroyed_this_step_count,destroyed_this_step,disappeared_count,disappeared_target_ids,damaged_uav_count,damaged_uav_ids,available_target_count,available_uav_count,completed_cluster_count,total_cluster_count,completed_cluster_ratio,cluster_status
1290.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1320.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1350.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1380.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1410.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1440.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1470.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1500.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1530.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1560.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1590.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1620.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1650.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1680.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1710.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1740.0,0,[],2,0,[],0,[],1,[3],1,[11],19,40,0,3,0.0,"{""1"": ""en_route"", ""0"": ""en_route"", ""2"": ""en_route""}"
1770.0,0,[],2,3,"[2, 6, 17]",3,"[17, 6, 2]",1,[3],1,[11],16,40,1,3,0.3333333333333333,"{""1"": ""striking"", ""0"": ""striking"", ""2"": ""completed""}"
1800.0,0,[],2,5,"[1, 2, 6, 9, 17]",2,"[1, 9]",1,[3],1,[11],14,40,2,3,0.6666666666666666,"{""1"": ""striking"", ""0"": ""completed"", ""2"": ""completed""}"
1830.0,0,[],2,6,"[1, 2, 6, 9, 11, 17]",1,[11],1,[3],1,[11],13,40,3,3,1.0,"{""1"": ""completed"", ""0"": ""completed"", ""2"": ""completed""}"
